Name,Filter,Object,ExposureMode,UT
NCyi030370.fits,Ks,dfra-3.6-3 1,dframes 3.6 3, TCS UTC at start (  8h:26m:0.0s)               
NCyi030371.fits,Ks,dfra-3.6-3 2,dframes 3.6 3, TCS UTC at start ( 8h:26m:23.0s)               
NCyi030372.fits,Ks,dfra-3.6-3 3,dframes 3.6 3, TCS UTC at start ( 8h:26m:45.0s)               
NCyi030373.fits,Ks,dfra-3.6-3 4,dframes 3.6 3, TCS UTC at start (  8h:27m:8.0s)               
NCyi030374.fits,Ks,dfra-3.6-3 5,dframes 3.6 3, TCS UTC at start ( 8h:27m:29.0s)               
NCyi030375.fits,Ks,dfra-3.6-3 6,dframes 3.6 3, TCS UTC at start ( 8h:27m:52.0s)               
NCyi030376.fits,Ks,dfra-4.0-3 1,dframes 4.0 3, TCS UTC at start ( 8h:28m:15.0s)               
NCyi030377.fits,Ks,dfra-4.0-3 2,dframes 4.0 3, TCS UTC at start ( 8h:28m:38.0s)               
NCyi030378.fits,Ks,dfra-4.0-3 3,dframes 4.0 3, TCS UTC at start ( 8h:28m:59.0s)               
NCyi030379.fits,Ks,dfra-4.0-3 4,dframes 4.0 3, TCS UTC at start ( 8h:29m:22.0s)               
NCyi030380.fits,Ks,dfra-4.0-3 5,dframes 4.0 3, TCS UTC at start ( 8h:29m:44.0s)               
NCyi030381.fits,Ks,dfra-4.0-3 6,dframes 4.0 3, TCS UTC at start (  8h:30m:7.0s)               
NCyi030382.fits,Ks,dfra-5.0-5 1,dframes 5.0 5, TCS UTC at start ( 8h:30m:30.0s)               
NCyi030383.fits,Ks,dfra-5.0-5 2,dframes 5.0 5, TCS UTC at start (  8h:31m:4.0s)               
NCyi030384.fits,Ks,dfra-5.0-5 3,dframes 5.0 5, TCS UTC at start ( 8h:31m:38.0s)               
NCyi030385.fits,Ks,dfra-5.0-5 4,dframes 5.0 5, TCS UTC at start ( 8h:32m:12.0s)               
NCyi030386.fits,Ks,dfra-5.0-5 5,dframes 5.0 5, TCS UTC at start ( 8h:32m:47.0s)               
NCyi030387.fits,Ks,dfra-5.0-5 6,dframes 5.0 5, TCS UTC at start ( 8h:33m:20.0s)               
NCyi030388.fits,Ks,dfra-60.0-10 1,dframes 60.0 10, TCS UTC at start ( 8h:33m:55.0s)               
NCyi030389.fits,Ks,dfra-60.0-10 2,dframes 60.0 10, TCS UTC at start ( 8h:44m:38.0s)               
NCyi030390.fits,Ks,dfra-60.0-10 3,dframes 60.0 10, TCS UTC at start ( 8h:55m:22.0s)               
NCyi030391.fits,Ks,dfra-60.0-10 4,dframes 60.0 10, TCS UTC at start (   9h:6m:6.0s)               
NCyi030392.fits,Ks,dfra-60.0-10 5,dframes 60.0 10, TCS UTC at start ( 9h:16m:50.0s)               
NCyi030393.fits,Ks,dfra-60.0-10 6,dframes 60.0 10, TCS UTC at start ( 9h:27m:34.0s)               
