Name,Filter,Object,ExposureMode,UT
NCzf200374.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:54m:46.0s)               
NCzf200375.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:55m:9.0s)               
NCzf200376.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:55m:31.0s)               
NCzf200377.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:55m:53.0s)               
NCzf200378.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:56m:16.0s)               
NCzf200379.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:56m:38.0s)               
NCzf200380.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:57m:1.0s)               
NCzf200381.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:57m:24.0s)               
NCzf200382.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:57m:46.0s)               
NCzf200383.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 22h:58m:8.0s)               
NCzf200384.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:58m:30.0s)               
NCzf200385.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:58m:53.0s)               
NCzf200386.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:59m:15.0s)               
NCzf200387.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (22h:59m:38.0s)               
NCzf200388.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (  23h:0m:0.0s)               
NCzf200389.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:0m:23.0s)               
NCzf200390.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:0m:46.0s)               
NCzf200391.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (  23h:1m:8.0s)               
NCzf200392.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:1m:30.0s)               
NCzf200393.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:1m:53.0s)               
NCzf200394.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:2m:15.0s)               
NCzf200395.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:2m:37.0s)               
NCzf200396.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:2m:59.0s)               
NCzf200397.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:3m:22.0s)               
NCzf200398.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:3m:44.0s)               
NCzf200399.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (  23h:4m:7.0s)               
NCzf200400.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:4m:29.0s)               
NCzf200401.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:4m:51.0s)               
NCzf200402.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:5m:14.0s)               
NCzf200403.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:5m:36.0s)               
NCzf200404.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:5m:57.0s)               
NCzf200405.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:6m:20.0s)               
NCzf200406.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:6m:42.0s)               
NCzf200407.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (  23h:7m:5.0s)               
NCzf200408.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:7m:27.0s)               
NCzf200409.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:7m:50.0s)               
