Name,Filter,Object,ExposureMode,UT
NCzd190033.fits,H,acquisition,expose 20.0, TCS UTC at start (  2h:7m:41.0s)               
NCzd190034.fits,H,acquisition,expose 20.0, TCS UTC at start (  2h:8m:23.0s)               
NCzd190035.fits,H,acquisition,expose 20.0, TCS UTC at start (  2h:10m:2.0s)               
NCzd190036.fits,H,128slit+target,expose 20.0, TCS UTC at start ( 2h:11m:40.0s)               
NCzd190037.fits,H,HAQ1233+1304,frames 30.0 10, TCS UTC at start (  2h:13m:3.0s)               
NCzd190038.fits,H,HAQ1233+1304 A1,frames 30.0 10, TCS UTC at start ( 2h:18m:24.0s)               
NCzd190039.fits,H,HAQ1233+1304 B1,frames 30.0 10, TCS UTC at start ( 2h:23m:46.0s)               
NCzd190040.fits,H,HAQ1233+1304 B2,frames 30.0 10, TCS UTC at start ( 2h:29m:15.0s)               
NCzd190041.fits,H,HAQ1233+1304 A2,frames 30.0 10, TCS UTC at start ( 2h:34m:37.0s)               
NCzd190042.fits,H,HAQ1233+1304 A1,frames 30.0 10, TCS UTC at start ( 2h:39m:59.0s)               
NCzd190043.fits,H,HAQ1233+1304 B1,frames 30.0 10, TCS UTC at start ( 2h:45m:21.0s)               
